name_TGSS,ra_TGSS,dec_TGSS,integrated_TGSS,peak_TGSS,major_ax_TGSS,minor_ax_TGSS,posangle_TGSS,score,best_match
TGSSADR J102839.7-181806,157.16554,-18.30191,0.13030000000000005,0.13740000000000002,30.6,24.7,5.9,0.9347892287580182,NVSS J102839-181804
TGSSADR J110156.1-170642,165.48412,-17.11186,1.0032,0.373,58.0,30.1,65.2,0.9348067781971354,NVSS J110156-170640
TGSSADR J103652.9-184246,159.2206,-18.71285,0.0633,0.0521,34.6,27.4,9.3,0.9348102890330627,NVSS J103652-184245
TGSSADR J100129.5-232821,150.37323,-23.472520000000006,0.0718,0.0526,42.3,27.5,-3.9,0.9348902527454055,NVSS J100129-232820
TGSSADR J101853.0-190344,154.72105,-19.06236,0.1715,0.1541,33.1,26.2,7.1,0.9348937823077804,NVSS J101853-190342
TGSSADR J100606.6-310854,151.52785,-31.14853,0.0781,0.049100000000000005,49.3,32.0,4.5,0.9349023751843777,NVSS J100606-310852
TGSSADR J102426.6-335227,156.11123999999995,-33.87437,0.1403,0.0973,44.7,33.3,7.1,0.9349551885424375,NVSS J102426-335230
TGSSADR J105523.3-263237,163.84726,-26.54371,0.0615,0.0484,40.4,28.4,-4.3,0.9349938661836902,NVSS J105523-263239
TGSSADR J103233.4-335327,158.13942,-33.89085,0.3823,0.2446,44.0,31.7,10.2,0.9350040598581735,NVSS J103233-335325
TGSSADR J110256.4-202611,165.73508,-20.43642,0.0983,0.0634,40.5,31.1,26.4,0.9350304457710603,NVSS J110256-202612
TGSSADR J104233.8-225306,160.64108000000004,-22.88511,0.1341,0.12819999999999998,34.4,25.9,4.2,0.9350471742370502,NVSS J104234-225305
TGSSADR J103544.4-303546,158.9352,-30.59638,0.07890000000000001,0.0706,40.0,26.8,3.7,0.9351344220826279,NVSS J103544-303544
TGSSADR J103021.4-214144,157.58928999999995,-21.69558,0.1741,0.1687,33.7,25.5,1.8,0.9351384332439805,NVSS J103021-214141
TGSSADR J101309.3-243349,153.28905,-24.56378,0.1281,0.1121,38.2,26.2,-0.1,0.9351453040886473,NVSS J101309-243352
TGSSADR J110552.0-190603,166.46692,-19.10105,0.0485,0.0427,30.7,29.4,15.6,0.9351773851359377,NVSS J110552-190602
TGSSADR J104715.3-183630,161.81392,-18.60844,0.2879,0.2429,34.1,27.7,6.0,0.9351937301502936,NVSS J104715-183631
TGSSADR J104633.3-222212,161.63881999999995,-22.37016,0.1851,0.1704,35.9,25.2,7.8,0.9352558382389844,NVSS J104633-222211
TGSSADR J102853.0-293928,157.22101999999995,-29.65789,0.1565,0.1311,40.6,27.3,4.3,0.9352582687092117,NVSS J102852-293930
TGSSADR J100640.4-242600,151.66838,-24.43346,0.0338,0.0304,38.3,25.3,-8.7,0.9352718618229787,NVSS J100640-242559
TGSSADR J103626.8-152713,159.11201,-15.45386,0.7524,0.6282000000000001,34.8,28.4,25.0,0.9352920965639127,NVSS J103626-152713
TGSSADR J110021.5-193146,165.08981,-19.52965,0.06,0.0474,33.7,30.5,-33.1,0.9352985402058966,NVSS J110021-193149
TGSSADR J101813.8-322635,154.55768999999995,-32.44331,0.1121,0.0954,44.7,27.1,5.3,0.9353125395335695,NVSS J101813-322633
TGSSADR J104652.8-161335,161.72021,-16.22662,0.0474,0.0447,30.6,26.5,-5.8,0.9353502220197457,NVSS J104652-161338
TGSSADR J105708.0-160835,164.28348,-16.14324,0.15780000000000002,0.14300000000000002,32.2,26.7,-0.2,0.9353571381454818,NVSS J105708-160833
TGSSADR J100107.9-185956,150.28297,-18.99901,0.1469,0.1141,35.8,28.1,14.3,0.9353776990415014,NVSS J100107-185958
TGSSADR J101044.7-283227,152.68661,-28.54105,0.9388,0.3489,56.6,39.3,82.5,0.9354136170383184,NVSS J101044-283228
TGSSADR J111224.8-152842,168.10363999999996,-15.47841,0.0443,0.0287,36.6,32.3,15.5,0.9354220679020365,NVSS J111224-152839
TGSSADR J103420.1-210246,158.58408,-21.04634,1.0883,0.5264,47.0,31.4,55.9,0.9354429345322102,NVSS J103420-210244
TGSSADR J111348.0-153912,168.45039,-15.65356,0.1378,0.0961,36.8,29.8,-15.4,0.935469280519877,NVSS J111348-153915
TGSSADR J102837.7-310756,157.15732,-31.13228,0.6914,0.5876,41.4,26.7,3.0,0.9355050310731942,NVSS J102837-310758
TGSSADR J111221.1-265250,168.08831999999995,-26.88057,0.07940000000000001,0.0589,38.1,30.9,23.9,0.9355308623082594,NVSS J111221-265252
TGSSADR J103954.5-342140,159.97742,-34.36132,0.0575,0.049600000000000005,41.9,28.5,-0.3,0.9355487316134574,NVSS J103954-342143
TGSSADR J110459.4-185003,166.24788,-18.83432,0.1673,0.1253,35.4,30.0,7.5,0.9355745547828211,NVSS J110459-185006
TGSSADR J104400.3-334653,161.0014,-33.78141,0.2326,0.1673,52.4,27.4,-4.7,0.9355897103982166,NVSS J104400-334651
TGSSADR J100420.2-283452,151.08446999999995,-28.58113,0.0862,0.07100000000000001,42.9,26.3,13.5,0.935604696637635,NVSS J100420-283454
TGSSADR J100629.5-315421,151.62313999999995,-31.90593,0.3846000000000001,0.2336,55.6,29.4,14.3,0.9356492400164873,NVSS J100629-315423
TGSSADR J105525.1-154411,163.85483,-15.736529999999998,0.0565,0.0493,32.7,26.8,2.4,0.9357208897202034,NVSS J105525-154413
TGSSADR J105217.8-302402,163.07433999999995,-30.4007,0.5,0.2043,50.5,39.4,76.1,0.9357231814906356,NVSS J105218-302403
TGSSADR J104342.1-220915,160.9257,-22.15443,0.5247999999999999,0.4159,37.0,28.4,0.6,0.9357568546844591,NVSS J104342-220913
TGSSADR J102648.8-273618,156.70338,-27.60523,0.0777,0.075,38.0,25.3,3.4,0.9357901608038219,NVSS J102648-273621
TGSSADR J101243.1-335018,153.17982,-33.83852,1.9225,1.8359999999999999,41.4,25.7,0.9,0.9358115475423887,NVSS J101243-335016
TGSSADR J104531.5-152735,161.38156,-15.45979,0.0358,0.0312,34.3,25.6,-1.7,0.9358253756165466,NVSS J104531-152737
TGSSADR J101125.0-301638,152.85428000000005,-30.27725,1.7338,1.1935,47.3,28.7,13.9,0.9358449249490832,NVSS J101125-301635
TGSSADR J102329.3-342021,155.87233,-34.33944,0.1502,0.1273,43.2,28.2,2.8,0.9358853150745261,NVSS J102329-342023
TGSSADR J111528.3-230152,168.86794,-23.03121,0.16290000000000002,0.12969999999999998,36.2,29.6,-6.5,0.9359958404505694,NVSS J111528-230154
TGSSADR J100312.9-260044,150.80409,-26.012320000000006,0.1495,0.08170000000000001,54.6,30.2,19.3,0.9360059498001524,NVSS J100312-260046
TGSSADR J111333.4-191600,168.38934,-19.26681,0.0639,0.0373,40.7,33.4,23.3,0.9360365560296394,NVSS J111333-191602
TGSSADR J105353.5-324004,163.47331,-32.66803,0.0598,0.0211,63.1,44.5,31.6,0.9360851657312488,NVSS J105353-324004
TGSSADR J110225.7-160908,165.60715,-16.15233,0.0579,0.0419,35.8,30.1,26.9,0.9361449969728428,NVSS J110225-160909
TGSSADR J110852.4-344338,167.2187,-34.72732,0.099,0.0958,43.2,25.7,2.3,0.9361739007315313,NVSS J110852-344340
TGSSADR J100314.2-175007,150.80917,-17.83546,0.1643,0.12,34.2,25.3,40.8,0.9362602902856659,NVSS J100314-175006
TGSSADR J100709.6-342448,151.79016,-34.41345,0.114,0.0889,52.0,26.5,2.5,0.9362639995087255,NVSS J100709-342450
TGSSADR J103133.9-162928,157.89156,-16.49116,0.3158,0.3008,31.3,25.7,6.5,0.9362717200762036,NVSS J103134-162926
TGSSADR J102816.8-250917,157.07013999999995,-25.15499,0.079,0.0636,37.6,28.9,6.4,0.9362812050668176,NVSS J102816-250918
TGSSADR J102912.9-273350,157.30391,-27.56405,0.0344,0.0375,36.5,23.4,-1.3,0.936319095990882,NVSS J102913-273349
TGSSADR J095741.1-293321,149.42139,-29.555999999999997,0.1795,0.16699999999999998,37.9,27.2,-1.8,0.936429804205963,NVSS J095741-293319
TGSSADR J105840.4-335205,164.66873,-33.86829,0.0294,0.035,37.2,23.3,-3.4,0.9364326181331595,NVSS J105840-335203
TGSSADR J100142.7-274150,150.42793,-27.697470000000006,0.055200000000000006,0.0461,42.8,25.2,-0.0,0.9364356390753491,NVSS J100142-274152
TGSSADR J103736.0-231905,159.40024,-23.31812,0.1704,0.08170000000000001,49.6,35.9,33.0,0.9365301363396581,NVSS J103735-231905
TGSSADR J104507.0-251743,161.27951000000004,-25.29547,0.0609,0.0579,36.3,25.4,5.7,0.936572492561886,NVSS J104507-251746
TGSSADR J104214.8-261449,160.562,-26.246990000000004,0.0738,0.0518,43.3,29.6,6.5,0.9365802913803398,NVSS J104214-261446
TGSSADR J104415.8-235659,161.06604,-23.94983,0.2183,0.1945,35.3,27.1,0.2,0.9365958412097417,NVSS J104415-235657
TGSSADR J110029.5-252941,165.12302,-25.49479,0.1594,0.1421,35.4,28.6,-4.3,0.93664854220211,NVSS J110029-252943
TGSSADR J111230.5-234901,168.12721000000005,-23.81711,0.0909,0.0628,39.4,32.1,2.4,0.9366697048866083,NVSS J111230-234900
TGSSADR J100548.2-173854,151.45113,-17.6485,0.0466,0.0388,34.6,27.1,30.3,0.9366859714417997,NVSS J100548-173857
TGSSADR J104651.5-315830,161.71471,-31.97506,0.1111,0.10099999999999999,41.0,26.7,1.9,0.9367070961843383,NVSS J104651-315832
TGSSADR J102404.7-295823,156.01978,-29.9731,0.2456,0.2155,41.5,26.3,4.9,0.9367456267149189,NVSS J102404-295825
TGSSADR J103158.7-302721,157.9949,-30.455920000000006,0.0866,0.06420000000000001,46.0,29.2,5.3,0.936764224723056,NVSS J103158-302722
TGSSADR J110559.9-305443,166.49963,-30.91212,0.0902,0.07490000000000001,43.0,27.8,1.7,0.9367937603976021,NVSS J110559-305441
TGSSADR J110004.0-343505,165.01703999999995,-34.584790000000005,0.1162,0.0922,45.7,28.5,5.1,0.9367998620630272,NVSS J110004-343502
TGSSADR J100837.4-154932,152.15596000000005,-15.82567,0.0278,0.031100000000000006,29.3,23.4,5.8,0.9368736502295819,NVSS J100837-154930
TGSSADR J104654.7-300200,161.72816,-30.03358,0.0545,0.0468,39.6,28.3,1.0,0.9369134001801488,NVSS J104654-300201
TGSSADR J102731.2-245815,156.88007,-24.97099,0.1066,0.0849,39.1,28.1,10.5,0.9369162988671478,NVSS J102731-245816
TGSSADR J103101.6-174221,157.75671,-17.70606,0.1653,0.1261,38.7,27.0,3.7,0.936972754566734,NVSS J103101-174223
TGSSADR J102831.2-175358,157.13,-17.89971,0.4956,0.4793,32.5,25.4,5.4,0.9369862396941272,NVSS J102831-175356
TGSSADR J105423.9-304634,163.59978999999996,-30.77621,0.0454,0.038,44.2,26.0,0.2,0.9370067960938888,NVSS J105423-304631
TGSSADR J101955.2-344354,154.98029,-34.73188,0.0843,0.0551,53.9,29.3,3.1,0.9370271645730753,NVSS J101955-344354
TGSSADR J103743.4-275220,159.43124,-27.87243,0.039200000000000006,0.0391,35.7,25.3,-1.5,0.9370455861068991,NVSS J103743-275222
TGSSADR J105730.5-285843,164.37738000000004,-28.97875,0.0345,0.0279,43.9,27.1,0.1,0.937058228481854,NVSS J105730-285841
TGSSADR J102147.2-195204,155.44695,-19.86778,0.31360000000000005,0.2829,34.1,26.4,5.4,0.9370590589743181,NVSS J102147-195202
TGSSADR J110640.5-163506,166.66911000000005,-16.5851,0.16030000000000005,0.13390000000000002,33.9,27.0,21.1,0.9370609298118528,NVSS J110640-163507
TGSSADR J104433.5-234520,161.13988999999995,-23.75562,0.1333,0.1097,35.5,29.2,-16.3,0.9370707377742782,NVSS J104433-234517
TGSSADR J110142.8-302651,165.42871,-30.447740000000003,0.0325,0.0256,41.4,29.4,-7.6,0.9370763042770378,NVSS J110143-302650
TGSSADR J101653.1-242644,154.2216,-24.44576,0.1036,0.1,34.4,25.7,6.2,0.9370780217140373,NVSS J101653-242647
TGSSADR J103841.7-215108,159.67403000000004,-21.85228,1.2803,0.6129,44.5,32.8,-74.2,0.9370821491942628,NVSS J103841-215107
TGSSADR J102515.4-272309,156.31419,-27.38588,0.159,0.1531,35.9,26.1,-1.4,0.9371196090152326,NVSS J102515-272309
TGSSADR J111445.9-331124,168.69141000000005,-33.19018,0.7395,0.5947,42.4,30.2,-6.4,0.9371493376022642,NVSS J111445-331122
TGSSADR J095838.9-274553,149.66231000000005,-27.76496,0.0689,0.0574,37.7,28.7,12.8,0.9371830400174577,NVSS J095838-274553
TGSSADR J101827.9-300841,154.61659,-30.14493,0.0777,0.0588,44.9,28.2,5.1,0.9371983330581918,NVSS J101827-300839
TGSSADR J101040.1-290947,152.66731,-29.1631,0.1146,0.11699999999999999,35.6,25.6,4.0,0.9372060932213835,NVSS J101040-290944
TGSSADR J101249.2-242801,153.20535,-24.46706,0.054200000000000005,0.0545,36.4,23.9,0.5,0.9372955753168369,NVSS J101249-242801
TGSSADR J105849.5-182001,164.70657,-18.33368,0.1237,0.0761,38.1,33.2,-33.3,0.9373023420432574,NVSS J105849-182003
TGSSADR J095856.4-344256,149.7354,-34.715790000000005,0.0579,0.055,42.9,25.3,4.2,0.9373156113907442,NVSS J095856-344259
TGSSADR J111424.7-295816,168.60327,-29.97138,0.0324,0.0324,38.5,24.9,5.9,0.9373224319902593,NVSS J111424-295816
TGSSADR J095926.3-261906,149.85965,-26.3184,0.2813,0.2334,37.6,25.2,9.4,0.9373353224601677,NVSS J095926-261907
TGSSADR J100839.9-291259,152.16653,-29.21665,0.0967,0.08140000000000001,40.2,27.5,10.8,0.9373419041467322,NVSS J100839-291300
TGSSADR J105153.6-251559,162.97339,-25.26643,0.1075,0.1109,34.1,24.9,-1.4,0.9373830286006267,NVSS J105153-251557
TGSSADR J104031.1-203718,160.12991,-20.62167,0.037000000000000005,0.0362,31.9,26.0,1.8,0.9373910492697519,NVSS J104031-203720
TGSSADR J104827.5-243755,162.11472,-24.63209,0.0538,0.0436,35.4,30.6,-25.5,0.9374057748952394,NVSS J104827-243755
TGSSADR J102114.0-263639,155.3084,-26.61102,0.1499,0.1421,36.7,25.9,3.4,0.9374609699312181,NVSS J102114-263640
TGSSADR J103647.8-314646,159.19923,-31.77962,0.0803,0.0601,44.4,29.9,10.3,0.9374738451161038,NVSS J103647-314644
TGSSADR J105004.1-302848,162.51718,-30.48024,0.0907,0.0854,40.9,25.9,-3.4,0.9374890385044701,NVSS J105004-302851
TGSSADR J102655.3-333124,156.73058,-33.52344,0.0333,0.0335,41.0,25.0,6.0,0.937489059502609,NVSS J102655-333126
TGSSADR J103611.8-301030,159.04938,-30.17501,0.085,0.0738,39.8,27.8,5.5,0.9376472698843064,NVSS J103611-301027
TGSSADR J101440.0-275833,153.66689,-27.976,0.2277,0.2191,37.6,25.7,4.8,0.9376768454925866,NVSS J101439-275835
TGSSADR J103937.7-185127,159.90747,-18.85772,0.092,0.0624,36.1,31.9,53.5,0.937683699476098,NVSS J103937-185129
TGSSADR J100651.3-245639,151.71403999999995,-24.94418,0.0639,0.0544,40.4,25.4,-3.8,0.9376987075870552,NVSS J100651-245640
TGSSADR J105954.4-300859,164.97681,-30.14986,0.1656,0.1427,41.1,27.1,-5.6,0.9376995359351328,NVSS J105954-300901
TGSSADR J105742.6-325404,164.42767,-32.90126,0.0506,0.0445,43.1,27.2,1.2,0.937718884602743,NVSS J105742-325406
TGSSADR J110721.4-190834,166.83952,-19.14285,0.0818,0.0726,32.0,28.0,4.4,0.9377189463211772,NVSS J110721-190836
TGSSADR J105123.4-190114,162.84776000000005,-19.02061,0.3164,0.2806,33.0,27.2,2.0,0.937729128849273,NVSS J105123-190113
TGSSADR J102742.8-270217,156.9287,-27.03807,0.0356,0.0303,41.0,26.7,4.4,0.9377617016244354,NVSS J102743-270216
TGSSADR J103254.9-195438,158.22903,-19.91079,0.057999999999999996,0.0424,38.1,28.6,30.8,0.9377783317071753,NVSS J103254-195437
TGSSADR J100847.2-305633,152.19691,-30.94258,0.442,0.2984,38.2,33.8,12.3,0.9377854278684922,NVSS J100847-305635
TGSSADR J100817.2-314552,152.07179,-31.764470000000006,0.0507,0.0561,37.7,23.8,2.6,0.9378008293901227,NVSS J100817-314551
TGSSADR J095952.9-261258,149.97079,-26.21626,0.0357,0.034,36.2,26.1,3.4,0.9378267554832493,NVSS J095952-261301
TGSSADR J111404.6-222124,168.51952,-22.35694,0.5452,0.4406000000000001,35.4,29.1,-22.0,0.9378281449762189,NVSS J111404-222126
TGSSADR J105227.5-320211,163.11484,-32.03658,0.5498999999999999,0.5325,40.4,25.4,-0.8,0.9378440882358751,NVSS J105227-320209
TGSSADR J103718.9-280648,159.32883,-28.113540000000004,0.41,0.364,37.3,24.3,6.9,0.9378541025925132,NVSS J103718-280651
TGSSADR J101141.5-152949,152.92313,-15.49698,0.2339,0.2247,31.0,25.7,-1.6,0.9378665078672824,NVSS J101141-152946
TGSSADR J103421.1-213351,158.588,-21.56421,0.9714,0.807,36.3,29.1,23.9,0.9378680662280076,NVSS J103421-213348
TGSSADR J110153.6-211527,165.47369,-21.25777,0.1178,0.07390000000000001,42.5,30.5,18.3,0.9378794847967835,NVSS J110153-211526
TGSSADR J103518.9-312649,158.8288,-31.44706,0.1959,0.1657,40.2,29.3,7.4,0.9379069464201935,NVSS J103519-312651
TGSSADR J104011.2-222727,160.04686,-22.45756,0.4607,0.2479,46.1,34.4,-42.7,0.9379131237508751,NVSS J104011-222726
TGSSADR J100246.1-300635,150.69221000000005,-30.10977,0.045700000000000005,0.034100000000000005,42.3,30.5,3.1,0.9379593172194856,NVSS J100246-300637
TGSSADR J105406.8-153941,163.52864,-15.66144,0.15869999999999998,0.1214,35.6,28.1,20.9,0.938014795645941,NVSS J105406-153943
TGSSADR J104951.9-192635,162.46651,-19.44319,0.16940000000000002,0.0859,53.6,29.2,15.2,0.9380504017515335,NVSS J104951-192637
TGSSADR J100002.3-234007,150.0099,-23.66867,0.4015,0.2413,37.1,32.1,-56.7,0.9380994591903054,NVSS J100002-234009
TGSSADR J105348.7-261217,163.45328,-26.20478,0.1009,0.0836,38.0,27.8,-6.7,0.9381365875614645,NVSS J105348-261215
TGSSADR J100414.1-173108,151.0591,-17.51896,0.0509,0.0454,30.9,28.3,7.5,0.9381378874250996,NVSS J100414-173105
TGSSADR J104448.6-251557,161.20256,-25.26596,0.0544,0.0511,34.8,26.8,11.1,0.9381476521277463,NVSS J104448-251555
TGSSADR J111209.7-165317,168.04044,-16.888070000000006,0.0708,0.0442,38.9,31.5,-76.4,0.9381480684686947,NVSS J111209-165319
TGSSADR J102656.1-154814,156.73395,-15.80414,0.2397,0.2106,30.2,28.9,13.7,0.9382036918850153,NVSS J102656-154813
TGSSADR J103601.4-332849,159.006,-33.480290000000004,0.5537000000000001,0.4332,46.0,26.3,-8.5,0.938208271910064,NVSS J103601-332850
TGSSADR J101749.7-255115,154.4575,-25.85424,0.040700000000000014,0.0465,34.0,23.1,0.8,0.9382138453770565,NVSS J101749-255112
TGSSADR J102317.6-244230,155.82352,-24.70857,0.0704,0.0513,40.2,29.1,0.8,0.9382282033903862,NVSS J102317-244228
TGSSADR J102441.2-194952,156.17188000000004,-19.83133,0.056700000000000014,0.0451,35.1,29.1,-1.0,0.938231497358965,NVSS J102441-194951
TGSSADR J111531.8-230205,168.88278,-23.03492,0.1782,0.1457,35.1,29.7,-8.7,0.938255680043129,NVSS J111531-230207
TGSSADR J105128.6-161055,162.86943,-16.18222,0.218,0.179,30.8,27.7,41.0,0.938261695732946,NVSS J105128-161055
TGSSADR J102452.8-210333,156.22034,-21.05943,0.6409,0.3242,44.6,30.3,48.2,0.9383135845127546,NVSS J102452-210331
TGSSADR J105454.9-211955,163.72899999999998,-21.33214,0.1323,0.1134,34.7,27.3,0.9,0.9383369599529543,NVSS J105455-211957
TGSSADR J102914.7-222559,157.31136,-22.43313,0.091,0.0935,31.8,25.5,4.4,0.9383407733209644,NVSS J102914-222557
TGSSADR J103809.1-220407,159.53812,-22.06877,0.0813,0.06509999999999999,36.7,27.7,-12.9,0.9383837876498464,NVSS J103809-220409
TGSSADR J100644.4-322957,151.68535,-32.4994,0.2896,0.2072,41.2,34.3,-13.9,0.9384235346171724,NVSS J100644-323000
TGSSADR J100815.7-254255,152.06543,-25.71554,0.2218,0.2016,36.4,26.5,7.4,0.9385152859575893,NVSS J100815-254257
TGSSADR J102318.1-193354,155.82558,-19.56504,2.48,2.1383,37.3,27.8,24.6,0.9385181084124049,NVSS J102318-193351
TGSSADR J101203.6-190828,153.01532,-19.14136,0.0957,0.0877,33.1,26.2,9.6,0.9385249697674733,NVSS J101203-190831
TGSSADR J111116.1-151604,167.81731000000005,-15.26779,0.08270000000000001,0.0636,35.4,28.1,4.2,0.9385519023976154,NVSS J111116-151605
TGSSADR J104106.2-332720,160.27594,-33.45577,0.0606,0.032100000000000004,47.7,40.8,26.5,0.9385745198784144,NVSS J104106-332723
TGSSADR J102734.6-254432,156.89423,-25.74228,0.0655,0.0596,38.4,25.1,4.5,0.9385754190263971,NVSS J102734-254434
TGSSADR J104655.7-301418,161.7321,-30.23849,0.2017,0.1368,51.9,27.3,-10.8,0.9387176997354887,NVSS J104655-301420
TGSSADR J101430.4-304307,153.62686000000005,-30.7188,0.2495,0.2272,39.7,26.6,-0.1,0.9387426300299382,NVSS J101430-304309
TGSSADR J101703.3-254752,154.26411000000004,-25.79804,0.0734,0.0685,36.8,26.3,1.9,0.9387535292491256,NVSS J101703-254750
TGSSADR J101031.4-204932,152.63091,-20.82579,0.2096,0.0997,44.3,39.5,67.6,0.9387736980126837,NVSS J101031-204930
TGSSADR J102159.3-304844,155.49719,-30.81246,0.08600000000000001,0.0362,62.5,36.4,36.3,0.9387876839761695,NVSS J102159-304843
TGSSADR J101345.5-272657,153.4398,-27.449440000000006,0.0393,0.041100000000000005,37.0,24.0,5.2,0.9387895526204695,NVSS J101345-272700
TGSSADR J111305.9-252443,168.27483999999995,-25.41221,0.0645,0.0561,36.9,27.3,-6.7,0.9388100919724162,NVSS J111306-252442
TGSSADR J105507.5-344449,163.78156,-34.74709,0.0409,0.0309,53.3,26.8,-2.5,0.9388127684957572,NVSS J105507-344451
TGSSADR J103151.3-232924,157.96405,-23.49005,1.3275,1.2007,34.7,26.0,9.0,0.9388199548747049,NVSS J103151-232921
TGSSADR J100110.4-273605,150.29372,-27.601640000000003,0.08800000000000001,0.0953,34.4,24.2,1.6,0.9388625568350415,NVSS J100110-273607
TGSSADR J110803.0-151928,167.01291,-15.32456,0.0438,0.0337,33.9,29.3,-7.5,0.938881044025577,NVSS J110803-151926
TGSSADR J110220.3-174029,165.5849,-17.674789999999994,0.0308,0.0294,33.2,24.7,23.6,0.9389145694210536,NVSS J110220-174026
TGSSADR J101105.7-345905,152.77376999999996,-34.984759999999994,0.2539,0.1898,52.3,27.5,-6.7,0.9389149093217372,NVSS J101105-345906
TGSSADR J104058.6-223643,160.24421999999996,-22.61213,0.15719999999999998,0.1391,36.7,26.3,1.7,0.938919455210012,NVSS J104058-223642
TGSSADR J110546.6-292518,166.44418000000005,-29.42178,0.0541,0.0348,47.4,30.5,21.9,0.9389631423058908,NVSS J110546-292518
TGSSADR J101432.7-173122,153.63635,-17.52301,0.29510000000000003,0.15980000000000005,41.0,30.2,47.5,0.9389637819796205,NVSS J101432-173121
TGSSADR J101611.5-221913,154.04828999999995,-22.32047,1.409,0.7585000000000001,49.7,33.0,1.2,0.9390483148160633,NVSS J101611-221911
TGSSADR J105145.4-151706,162.93938,-15.285,0.1839,0.1786,30.9,25.5,-4.6,0.9390768355356636,NVSS J105145-151706
TGSSADR J102318.4-332904,155.82676999999995,-33.48471,0.08320000000000001,0.0852,39.6,25.5,-0.1,0.9391098009762983,NVSS J102318-332902
TGSSADR J104849.6-193322,162.20686,-19.5562,0.0599,0.0412,37.0,31.2,29.4,0.9391156841902063,NVSS J104849-193322
TGSSADR J101209.0-341507,153.03766000000005,-34.25209,0.07970000000000001,0.0613,48.8,28.7,6.8,0.9391687651049663,NVSS J101209-341509
TGSSADR J111545.6-323154,168.94031,-32.53178,0.0523,0.0395,48.5,27.1,-3.1,0.9391768058216714,NVSS J111545-323154
TGSSADR J111354.7-230045,168.47818,-23.01256,0.096,0.063,42.8,29.6,31.1,0.9391777821709543,NVSS J111354-230043
TGSSADR J101905.3-211409,154.77217,-21.23603,0.4872,0.4772,32.9,25.2,2.3,0.9391781419878249,NVSS J101905-211407
TGSSADR J104612.1-240111,161.55048,-24.01977,0.1939,0.15830000000000002,37.1,28.2,-8.7,0.9392014537773035,NVSS J104612-240113
TGSSADR J105634.2-264400,164.14288,-26.73341,0.085,0.08140000000000001,35.5,26.5,-4.6,0.9392556650154902,NVSS J105634-264402
TGSSADR J104235.1-293600,160.64632,-29.60028,0.066,0.0587,41.1,26.2,-4.0,0.9392822479133189,NVSS J104234-293559
TGSSADR J101900.5-263947,154.75218,-26.66326,0.2761,0.2492,38.5,25.9,4.5,0.9393392921137312,NVSS J101900-263949
TGSSADR J110409.9-300245,166.04124,-30.04597,0.054200000000000005,0.048,40.1,27.0,2.7,0.9393436976770406,NVSS J110409-300246
TGSSADR J105905.2-270519,164.7718,-27.08876,0.059,0.057,35.1,26.5,-4.0,0.9393491570606622,NVSS J105905-270521
TGSSADR J103540.6-305248,158.91946000000004,-30.88023,0.1029,0.0926,39.4,27.1,2.4,0.9393840347608388,NVSS J103540-305251
TGSSADR J105154.2-283026,162.97612,-28.50736,0.0284,0.0258,39.5,25.8,-3.9,0.9394344112125879,NVSS J105154-283028
TGSSADR J104513.9-191709,161.30811,-19.28594,0.3023,0.2028,40.1,29.6,1.5,0.939449314149401,NVSS J104513-191706
TGSSADR J101338.7-261052,153.41136,-26.18117,0.217,0.14830000000000002,43.2,29.7,13.4,0.9394892835367935,NVSS J101338-261054
TGSSADR J104838.4-232456,162.16006000000004,-23.41582,0.0638,0.048200000000000014,38.7,28.5,0.6,0.9395050153342325,NVSS J104838-232454
TGSSADR J104545.1-332524,161.43828,-33.42345,0.2165,0.1575,43.8,32.4,0.7,0.9395203747498959,NVSS J104545-332522
TGSSADR J101346.3-150806,153.4433,-15.135270000000002,0.3773,0.2354,40.8,29.4,45.7,0.939768049954725,NVSS J101346-150804
TGSSADR J100023.2-330900,150.09679,-33.15002,0.0635,0.0437,45.0,33.3,14.7,0.9397731203213858,NVSS J100023-330902
TGSSADR J104645.2-273321,161.68851,-27.55593,0.0902,0.0871,38.0,25.3,-3.8,0.9397937102321139,NVSS J104645-273320
TGSSADR J102213.0-255751,155.5544,-25.96443,0.1275,0.12300000000000001,36.3,25.7,8.5,0.9398230276497139,NVSS J102212-255754
TGSSADR J103541.4-201541,158.92278000000005,-20.26141,0.9159999999999999,0.4764,45.1,30.8,-50.3,0.9398367391811346,NVSS J103541-201539
TGSSADR J111118.7-264751,167.82831000000004,-26.79751,0.27230000000000004,0.2479,36.7,26.2,4.7,0.9398568161801502,NVSS J111118-264753
TGSSADR J100935.1-243918,152.39659,-24.65525,0.0269,0.0279,34.6,24.4,-1.4,0.9398911117033254,NVSS J100935-243916
TGSSADR J103842.8-311528,159.67856,-31.25798,0.08090000000000001,0.0726,40.6,26.4,1.5,0.9399069835272866,NVSS J103842-311531
TGSSADR J095940.2-244850,149.91759,-24.81414,0.1116,0.1047,35.5,25.6,0.7,0.9399162453240985,NVSS J095940-244848
TGSSADR J105725.7-195452,164.35744,-19.91452,0.1218,0.0439,51.4,22.1,-74.9,0.9399359489857945,NVSS J105725-195454
TGSSADR J105858.7-324225,164.74471,-32.70708,0.1878,0.1381,42.5,33.0,-1.3,0.9399756050319983,NVSS J105858-324225
TGSSADR J105505.5-323200,163.77292,-32.53354,1.0158,0.9354,41.2,26.2,-3.4,0.9399873518615257,NVSS J105505-323158
