name_TGSS,ra_TGSS,dec_TGSS,integrated_TGSS,peak_TGSS,major_ax_TGSS,minor_ax_TGSS,posangle_TGSS,score,best_match
TGSSADR J095645.7-250653,149.19057,-25.1148,0.0422,0.0269,49.7,27.0,13.2,0.8135617472466337,NVSS J095645-250700
TGSSADR J102046.8-180946,155.19513,-18.16293,0.0441,0.0292,38.9,30.3,10.5,0.8135911174927462,NVSS J102046-180948
TGSSADR J101758.6-150604,154.49458,-15.10133,0.3817,0.3622,30.5,26.0,6.3,0.813699556507974,NVSS J101758-150606
TGSSADR J110318.9-273947,165.82906,-27.66328,0.0966,0.0638,39.8,34.3,2.6,0.8138283715291298,NVSS J110319-273950
TGSSADR J100800.7-171052,152.00298,-17.18134,0.1346,0.1216,31.6,26.8,5.7,0.8138946239581248,NVSS J100800-171050
TGSSADR J105939.2-292843,164.91347,-29.47881,0.0575,0.0389,46.8,30.3,0.4,0.8139420683834822,NVSS J105939-292850
TGSSADR J103327.3-250805,158.36389,-25.13489,0.0618,0.0425,39.8,31.9,15.7,0.814042430504496,NVSS J103326-250810
TGSSADR J102009.5-250439,155.03995,-25.07758,0.8064,0.5101,39.4,35.9,-1.2,0.8146039393308492,NVSS J102010-250443
TGSSADR J101108.4-185834,152.78531,-18.97633,0.0337,0.0356,32.3,23.3,-10.0,0.8148327595667781,NVSS J101108-185840
TGSSADR J100629.0-271826,151.62102,-27.30732,0.0481,0.0332,41.6,31.3,-12.9,0.8150537754740051,NVSS J100628-271819
TGSSADR J100756.0-334259,151.98338,-33.71655,0.039700000000000006,0.0373,41.8,26.3,-2.6,0.8151942502709696,NVSS J100755-334306
TGSSADR J101625.1-224519,154.10475,-22.75553,0.2079,0.0518,63.3,54.1,-5.7,0.8152566864962175,NVSS J101624-224516
TGSSADR J100020.1-254248,150.08376,-25.71355,0.2513,0.207,37.8,28.9,0.1,0.8155167728647582,NVSS J100020-254249
TGSSADR J100930.6-322252,152.37753,-32.38114,0.6334,0.5284,45.0,26.5,4.5,0.8155418153004849,NVSS J100930-322244
TGSSADR J100322.6-301210,150.84421,-30.2029,0.033100000000000004,0.031,39.6,25.8,-4.7,0.815638263915233,NVSS J100322-301203
TGSSADR J110553.4-282045,166.4727,-28.34597,0.041100000000000005,0.0365,40.2,26.1,5.4,0.8157787944927432,NVSS J110553-282039
TGSSADR J100057.4-210524,150.23946999999995,-21.09013,0.1997,0.0738,55.6,39.6,-5.2,0.815868014529314,NVSS J100057-210520
TGSSADR J105213.9-161015,163.05821,-16.17107,0.1218,0.03,62.4,49.7,38.9,0.8159450766034688,NVSS J105214-161022
TGSSADR J101951.1-220429,154.96329,-22.07484,0.0692,0.0414,45.8,29.7,21.1,0.8163598392614329,NVSS J101951-220422
TGSSADR J102644.9-230330,156.68713,-23.05853,0.0534,0.0422,37.2,28.4,18.5,0.8166503893897765,NVSS J102644-230324
TGSSADR J104016.9-274408,160.07076,-27.73558,0.0609,0.0422,46.2,28.2,-9.7,0.8166832214686834,NVSS J104016-274414
TGSSADR J100239.6-211456,150.66525,-21.24902,0.151,0.1225,36.5,27.5,13.2,0.8168236890993464,NVSS J100239-211459
TGSSADR J104236.1-303727,160.65073999999996,-30.62423,0.0626,0.0352,47.0,36.4,24.2,0.8168297078266455,NVSS J104235-303731
TGSSADR J100908.9-253027,152.2874,-25.50765,0.0632,0.0463,41.7,28.7,-16.1,0.8168797360708322,NVSS J100909-253034
TGSSADR J101849.5-175542,154.70638,-17.92839,0.0396,0.0284,36.3,29.9,15.1,0.8170558886449335,NVSS J101849-175537
TGSSADR J100647.1-341531,151.69662,-34.2588,0.0479,0.0413,46.6,26.8,-0.1,0.8173431189324134,NVSS J100647-341524
TGSSADR J102112.8-331340,155.30344,-33.22797,0.0918,0.0703,47.6,28.3,-9.2,0.8173792468308203,NVSS J102112-331333
TGSSADR J095953.1-172927,149.97145,-17.49086,0.032,0.0272,34.3,26.8,6.3,0.8173961210232996,NVSS J095953-172922
TGSSADR J104406.5-205336,161.02722,-20.89341,0.1112,0.0378,55.3,24.0,-51.9,0.817473738407816,NVSS J104407-205339
TGSSADR J105848.5-324224,164.70238,-32.706790000000005,0.0782,0.045700000000000005,45.3,39.0,9.0,0.8175916540608748,NVSS J105849-324222
TGSSADR J103351.6-151406,158.46523,-15.23521,0.0388,0.035,32.2,26.4,22.3,0.8176394060960384,NVSS J103351-151404
TGSSADR J111255.8-181523,168.23266999999996,-18.2566,0.905,0.392,56.4,37.1,9.6,0.8176819647575622,NVSS J111255-181530
TGSSADR J110804.3-274804,167.0181,-27.80122,0.0302,0.022000000000000002,45.5,28.0,3.6,0.8177808329727732,NVSS J110804-274758
TGSSADR J103329.3-241357,158.3721,-24.23275,0.042,0.0329,39.6,28.2,-9.2,0.8178143186291053,NVSS J103329-241403
TGSSADR J103304.9-305508,158.27068,-30.91897,0.0375,0.0293,48.7,26.2,1.2,0.8178335785083238,NVSS J103305-305501
TGSSADR J102006.8-180747,155.02875,-18.12989,0.191,0.1097,47.2,28.8,32.9,0.8180292972143521,NVSS J102007-180740
TGSSADR J105100.3-192112,162.7513,-19.35348,0.0765,0.0469,39.5,32.9,77.9,0.8180825329867887,NVSS J105100-192111
TGSSADR J095935.9-221915,149.8997,-22.32084,0.2425,0.14830000000000002,41.2,28.7,15.8,0.8182271097063838,NVSS J095935-221907
TGSSADR J102439.8-205842,156.16623,-20.97855,0.0292,0.0299,31.4,25.3,7.1,0.8182502413403443,NVSS J102440-205836
TGSSADR J110944.0-251801,167.43352,-25.30038,0.08320000000000001,0.0614,42.5,27.9,6.6,0.8182547446626641,NVSS J110943-251754
TGSSADR J101534.4-161724,153.89336,-16.29015,0.0609,0.037000000000000005,41.1,30.6,9.2,0.8184439496502541,NVSS J101533-161727
TGSSADR J101906.3-270225,154.77634,-27.04028,0.0548,0.0428,40.2,28.7,1.5,0.8184571416273823,NVSS J101906-270231
TGSSADR J100132.8-213632,150.38692,-21.60902,0.43,0.38,34.4,26.7,4.9,0.8186446990946606,NVSS J100132-213635
TGSSADR J105935.0-240445,164.89607,-24.07924,0.1044,0.0526,55.1,30.7,-5.9,0.8195401065797592,NVSS J105934-240451
TGSSADR J104804.2-313200,162.01764,-31.53343,0.0932,0.0602,53.2,28.9,6.1,0.8198457248794802,NVSS J104804-313203
TGSSADR J102249.4-315718,155.70621,-31.95513,0.2552,0.1561,57.9,28.1,-2.0,0.8200373130103674,NVSS J102249-315711
TGSSADR J102345.9-165704,155.9416,-16.95126,0.2832,0.1768,40.2,26.5,45.8,0.8203681871077988,NVSS J102346-165657
TGSSADR J102520.9-185512,156.33711,-18.92027,0.1534,0.1203,36.6,27.7,7.9,0.8203907231935956,NVSS J102521-185509
TGSSADR J103640.0-335416,159.16672,-33.90465,0.1368,0.08009999999999999,57.1,30.9,13.6,0.8204835296941818,NVSS J103639-335423
TGSSADR J100924.5-253430,152.35237,-25.57516,0.1184,0.09699999999999999,39.2,27.3,6.7,0.8205025180963146,NVSS J100924-253435
TGSSADR J104815.9-275646,162.06638,-27.94628,0.0484,0.0414,36.1,30.1,-4.4,0.8205148922551475,NVSS J104815-275642
TGSSADR J101524.1-185241,153.85048999999995,-18.87811,0.1195,0.08020000000000001,33.9,25.3,37.4,0.8205951997701615,NVSS J101524-185237
TGSSADR J104016.7-273533,160.06993,-27.59261,0.1164,0.0332,58.7,53.8,-40.0,0.8208189057115576,NVSS J104017-273526
TGSSADR J101609.4-234427,154.03954,-23.74096,0.265,0.1719,43.6,30.2,-8.4,0.8209298198165784,NVSS J101609-234434
TGSSADR J105823.5-320435,164.59808,-32.07649,0.1726,0.0524,42.8,32.5,66.2,0.8212338809249611,NVSS J105824-320437
TGSSADR J095935.4-182147,149.89786999999995,-18.36329,0.037000000000000005,0.0309,33.6,27.8,18.8,0.8214706503613064,NVSS J095935-182150
TGSSADR J101309.2-344101,153.28836,-34.68362,0.1437,0.0878,58.3,30.2,9.9,0.8215466231148664,NVSS J101309-344108
TGSSADR J110131.6-300218,165.38168000000005,-30.03852,0.0521,0.0408,43.8,28.0,-3.0,0.821558910961447,NVSS J110131-300224
TGSSADR J102143.1-334315,155.42995,-33.72085,0.1474,0.0738,47.7,43.2,46.9,0.821615186070803,NVSS J102143-334321
TGSSADR J105700.2-302223,164.25095,-30.373240000000006,0.0685,0.039,55.5,30.3,21.1,0.8216244231430021,NVSS J105700-302230
TGSSADR J095626.7-341012,149.11163,-34.1701,0.039,0.042100000000000005,39.6,24.2,1.5,0.821705703835112,NVSS J095626-341005
TGSSADR J102943.8-221702,157.43274,-22.28398,0.0711,0.0582,37.5,27.1,1.3,0.8217207789570343,NVSS J102944-221656
TGSSADR J101105.9-261711,152.7749,-26.28648,0.0319,0.0352,34.7,23.0,-1.8,0.8218454819807679,NVSS J101106-261704
TGSSADR J111253.3-232724,168.22247,-23.45675,0.3315,0.156,58.1,30.5,6.6,0.8225819189781957,NVSS J111253-232731
TGSSADR J102413.6-231353,156.05681,-23.23146,0.2278,0.0798,53.6,45.4,-37.0,0.822983017232845,NVSS J102414-231357
TGSSADR J103230.1-323315,158.1256,-32.5543,0.0439,0.0256,52.7,32.5,5.5,0.8230172351379561,NVSS J103229-323318
TGSSADR J100645.2-201411,151.68835,-20.23647,1.4076,0.9897,49.4,29.3,40.0,0.8232836250975513,NVSS J100644-201414
TGSSADR J103214.2-230755,158.05931,-23.13201,0.1421,0.0848,42.1,33.2,74.2,0.8233515221826402,NVSS J103214-230757
TGSSADR J105206.0-242904,163.02542,-24.48471,0.0439,0.034,38.7,29.2,-14.7,0.8241511864915921,NVSS J105206-242903
TGSSADR J102851.6-333851,157.21528999999995,-33.64761,0.0602,0.0507,45.6,25.9,-3.5,0.8242332670694118,NVSS J102851-333852
TGSSADR J103831.6-285437,159.63187,-28.91035,0.0735,0.0586,44.3,27.1,1.8,0.8246643406135474,NVSS J103831-285444
TGSSADR J103447.3-235003,158.6972,-23.83423,0.0688,0.0532,39.0,28.3,-0.3,0.8248758019910005,NVSS J103447-235010
TGSSADR J103800.1-293018,159.50076,-29.50523,0.0614,0.0632,37.0,25.2,0.2,0.8249319414915217,NVSS J103759-293022
TGSSADR J102338.8-163044,155.9119,-16.51224,0.06770000000000001,0.0515,36.1,28.4,40.6,0.8254520657726468,NVSS J102339-163037
TGSSADR J101513.7-190942,153.80733,-19.1618,0.055200000000000006,0.032,44.3,31.0,37.9,0.8254845824380777,NVSS J101513-190945
TGSSADR J100537.8-233909,151.40787,-23.65266,0.07579999999999999,0.061,34.7,30.5,9.8,0.8255329560001691,NVSS J100538-233907
TGSSADR J102837.6-344151,157.15681,-34.6976,0.0299,0.0303,42.7,24.8,4.8,0.8255718847297999,NVSS J102837-344144
TGSSADR J103712.2-170430,159.30087,-17.07519,0.0356,0.0344,32.2,25.1,8.6,0.8259396432666672,NVSS J103712-170423
TGSSADR J095602.3-162042,149.00986,-16.34515,0.0546,0.0452,34.0,27.2,33.0,0.8259690646099805,NVSS J095602-162039
TGSSADR J103006.8-253926,157.5287,-25.65725,0.0301,0.0226,42.8,27.2,-13.8,0.8262320542918721,NVSS J103007-253932
TGSSADR J101707.7-291331,154.28226999999995,-29.22537,0.0792,0.0494,46.6,33.0,4.4,0.8262432256079231,NVSS J101707-291330
TGSSADR J111543.8-283747,168.93285,-28.62978,0.1098,0.05810000000000001,40.9,30.4,67.3,0.826339415319467,NVSS J111544-283749
TGSSADR J102306.4-170034,155.77696,-17.00969,0.4573,0.3682,34.7,27.9,22.7,0.8265319077086088,NVSS J102306-170028
TGSSADR J104040.0-303521,160.16683999999995,-30.58925,0.0527,0.032200000000000006,52.6,29.8,0.6,0.8268997971208842,NVSS J104039-303514
TGSSADR J102810.7-200543,157.04471999999996,-20.09555,0.0459,0.0432,33.6,25.2,-1.8,0.8269276869474058,NVSS J102810-200543
TGSSADR J100449.3-170303,151.20549,-17.05096,0.0419,0.0366,33.1,26.9,11.8,0.8270893443056748,NVSS J100449-170256
TGSSADR J111044.0-175125,167.6835,-17.85719,0.0829,0.0475,39.3,35.4,-22.5,0.8270950348836197,NVSS J111044-175126
TGSSADR J103713.0-274059,159.30444,-27.68308,0.0712,0.0444,41.1,35.2,10.3,0.8272845122851873,NVSS J103712-274103
TGSSADR J103521.2-245435,158.83833,-24.90991,0.0558,0.038,44.9,28.6,8.3,0.8273912617146417,NVSS J103520-245441
TGSSADR J104833.7-305618,162.14061999999996,-30.93849,0.0889,0.0674,43.1,30.4,-6.0,0.8277240069484945,NVSS J104834-305624
TGSSADR J111056.9-241045,167.73747,-24.17931,0.0564,0.0507,36.0,27.0,-0.8,0.8277253772638808,NVSS J111056-241051
TGSSADR J101502.5-230228,153.76073,-23.04116,0.31210000000000004,0.1373,48.6,39.9,29.3,0.8280280858538547,NVSS J101502-230234
TGSSADR J104510.0-311110,161.29185,-31.18627,0.0887,0.0771,40.6,28.1,-2.0,0.8281141902853901,NVSS J104510-311117
TGSSADR J105703.7-204414,164.26561999999996,-20.73743,0.1201,0.052000000000000005,48.2,39.0,25.5,0.828142159012709,NVSS J105703-204420
TGSSADR J101755.4-175341,154.48106,-17.89495,0.8422999999999999,0.7128,36.1,28.0,38.4,0.8281526916614051,NVSS J101755-175336
TGSSADR J100744.0-322847,151.9334,-32.47975,0.239,0.1275,52.2,35.7,45.6,0.8281586870624176,NVSS J100743-322852
TGSSADR J101713.2-184843,154.30525,-18.81217,1.0723,0.7092999999999999,42.7,29.5,41.2,0.8282264769725579,NVSS J101713-184839
TGSSADR J100927.6-195838,152.36511000000004,-19.97727,0.1188,0.062,46.3,33.0,-16.9,0.8282415751642015,NVSS J100927-195844
TGSSADR J101541.2-282603,153.92195,-28.43417,0.0675,0.054000000000000006,42.4,27.4,11.1,0.8282567433529803,NVSS J101541-282556
TGSSADR J105052.4-323007,162.71868999999995,-32.5022,0.055999999999999994,0.0513,40.5,26.8,-6.3,0.8283000861270299,NVSS J105053-323008
TGSSADR J101322.3-155225,153.34317,-15.87381,0.0911,0.0883,30.7,25.7,6.4,0.8288480634070614,NVSS J101321-155225
TGSSADR J101741.4-331340,154.42282,-33.227990000000005,0.4391000000000001,0.3002,40.6,38.4,-78.8,0.8288776828417056,NVSS J101741-331344
TGSSADR J110939.4-310727,167.41457,-31.1242,0.0511,0.0373,44.5,30.6,18.9,0.8290051432574608,NVSS J110939-310733
TGSSADR J102812.7-272310,157.05312,-27.38633,0.0329,0.0315,36.6,26.4,-2.4,0.8292872146353991,NVSS J102812-272305
TGSSADR J103352.3-341948,158.46812,-34.33007,0.0835,0.0574,54.2,28.9,7.0,0.8296779597404498,NVSS J103352-341944
TGSSADR J102750.6-265602,156.96092,-26.93413,0.048200000000000014,0.0419,38.5,26.2,-2.6,0.8301472334279243,NVSS J102750-265609
TGSSADR J101646.3-212848,154.19296,-21.48006,0.0776,0.047700000000000006,44.1,30.0,8.3,0.8301631571602396,NVSS J101646-212843
TGSSADR J105223.0-175259,163.09611999999996,-17.88316,0.0768,0.042,39.9,36.5,50.8,0.8302178335668756,NVSS J105223-175303
TGSSADR J100409.3-270216,151.03912,-27.03801,0.049,0.033,46.1,29.0,-4.7,0.8302258534897426,NVSS J100409-270211
TGSSADR J105540.1-155535,163.91722,-15.926470000000002,0.0708,0.0463,40.9,28.6,37.8,0.8303214042412558,NVSS J105540-155529
TGSSADR J104449.9-220107,161.20824,-22.01885,0.1586,0.081,54.4,30.0,32.1,0.8303859931680277,NVSS J104449-220109
TGSSADR J104202.7-324555,160.51164,-32.76538,0.0559,0.0494,41.3,28.2,-0.4,0.8304761756072002,NVSS J104203-324549
TGSSADR J100543.4-231406,151.43088999999995,-23.23509,0.1121,0.07790000000000001,39.5,30.3,25.0,0.8305532130882252,NVSS J100543-231413
TGSSADR J103724.9-190729,159.35394,-19.12479,0.6055,0.2534,53.4,42.0,-54.5,0.8310625285640482,NVSS J103724-190725
TGSSADR J102055.1-343746,155.2299,-34.62959,0.0886,0.0838,46.8,23.3,0.5,0.8314738828558145,NVSS J102055-343750
TGSSADR J102839.7-230448,157.1657,-23.080170000000006,0.05,0.0508,33.0,24.8,-1.6,0.831629756085162,NVSS J102839-230455
TGSSADR J110915.5-345858,167.31468,-34.98302,0.0553,0.037000000000000005,51.1,31.4,4.2,0.8319379864604507,NVSS J110915-345903
TGSSADR J102140.9-304536,155.42075,-30.76018,0.0438,0.0365,43.1,26.8,-2.7,0.8319637681350626,NVSS J102141-304542
TGSSADR J101851.8-155959,154.71594,-15.99991,0.3711,0.2121,46.1,26.7,47.6,0.832082907516647,NVSS J101851-155959
TGSSADR J095824.7-183033,149.60294,-18.50937,0.07490000000000001,0.038700000000000005,48.0,31.5,31.6,0.8322447056389783,NVSS J095824-183028
TGSSADR J104517.0-334202,161.32085,-33.70075,0.0363,0.0309,43.2,28.0,0.6,0.8322897022751361,NVSS J104516-334209
TGSSADR J110832.3-291444,167.13477,-29.245690000000003,0.0211,0.0197,38.2,26.1,1.0,0.8323200827736414,NVSS J110832-291438
TGSSADR J103503.8-203723,158.76619,-20.62325,0.047700000000000006,0.0378,37.5,27.4,31.4,0.8323463973291497,NVSS J103504-203718
TGSSADR J110118.2-152355,165.32616000000004,-15.39865,0.0787,0.0608,33.9,28.7,-6.9,0.832354459891922,NVSS J110118-152348
TGSSADR J103814.8-212452,159.56171,-21.41457,0.1035,0.08070000000000001,39.0,26.7,0.9,0.8323597651208707,NVSS J103815-212448
TGSSADR J102734.3-244311,156.8933,-24.71998,0.0413,0.0294,42.9,28.7,3.0,0.8324018624306415,NVSS J102733-244314
TGSSADR J105858.3-204811,164.74316000000005,-20.80331,0.0518,0.0425,35.8,27.7,22.1,0.8324891180390674,NVSS J105857-204812
TGSSADR J102135.2-334335,155.3969,-33.726440000000004,0.14400000000000002,0.1473,41.7,24.2,-10.3,0.8325238198741574,NVSS J102135-334339
TGSSADR J110109.3-340422,165.28891000000004,-34.0728,0.07859999999999999,0.0399,53.9,37.7,12.0,0.8326319309525803,NVSS J110109-340427
TGSSADR J101907.4-185451,154.7809,-18.91429,0.0559,0.0377,41.5,27.9,24.8,0.8326480117430848,NVSS J101907-185447
TGSSADR J101106.3-345407,152.77643999999995,-34.90215,0.118,0.0565,65.1,34.5,33.1,0.8328968598652425,NVSS J101106-345414
TGSSADR J103110.7-190125,157.79492,-19.02366,0.061,0.0504,33.1,29.1,21.0,0.8330069620417131,NVSS J103110-190118
TGSSADR J110222.8-222023,165.59512,-22.33993,0.0964,0.0586,43.6,32.2,18.2,0.8330211717274277,NVSS J110222-222030
TGSSADR J103229.8-283548,158.12422,-28.5969,0.079,0.0463,45.8,34.6,-1.3,0.833446958193368,NVSS J103229-283543
TGSSADR J105430.1-313142,163.62573,-31.52856,0.0312,0.0226,44.0,31.2,2.3,0.8335693065795103,NVSS J105429-313137
TGSSADR J101005.6-313554,152.52335,-31.59861,0.3501,0.1969,58.8,27.5,2.9,0.8337531929929968,NVSS J101005-313548
TGSSADR J110259.4-161718,165.74786,-16.288510000000002,0.23,0.1101,44.3,36.8,22.7,0.8338474936717253,NVSS J110259-161720
TGSSADR J100505.0-293001,151.27106,-29.5004,0.1085,0.1008,40.5,25.5,-0.5,0.8339927560812243,NVSS J100505-293005
TGSSADR J103640.6-313806,159.1693,-31.63526,0.0669,0.0546,43.2,28.2,10.0,0.8340522546182895,NVSS J103640-313801
TGSSADR J111330.2-344935,168.37605,-34.82656,0.0403,0.0383,44.2,25.6,2.1,0.834106758487634,NVSS J111330-344929
TGSSADR J104618.1-211950,161.57584,-21.33079,0.222,0.1446,37.2,34.4,22.3,0.8341969218225612,NVSS J104618-211949
TGSSADR J102020.8-155824,155.08704,-15.97361,0.2027,0.1179,42.3,26.1,52.6,0.8342826762646682,NVSS J102020-155826
TGSSADR J101350.1-160556,153.45908,-16.09916,0.4049,0.3479,32.5,27.0,25.9,0.8342967645918279,NVSS J101349-160558
TGSSADR J105923.0-160909,164.84618,-16.15266,0.0663,0.0511,36.4,27.8,23.8,0.8343620866737348,NVSS J105923-160906
TGSSADR J105157.7-333330,162.99057,-33.5586,0.0624,0.0375,55.5,31.0,1.4,0.8344026116234616,NVSS J105157-333324
TGSSADR J105732.0-150819,164.38361,-15.13865,0.1222,0.0347,66.2,40.0,61.3,0.8345476806446728,NVSS J105731-150821
TGSSADR J105326.3-323410,163.35959,-32.569720000000004,0.1149,0.0563,67.1,30.3,25.9,0.8345888547882353,NVSS J105326-323405
TGSSADR J101316.3-153909,153.31805,-15.65262,0.07790000000000001,0.0522,35.8,31.9,-3.1,0.8346975447067537,NVSS J101315-153908
TGSSADR J101635.2-194643,154.14703,-19.77863,0.1109,0.0338,63.2,42.2,22.4,0.8348876484380543,NVSS J101635-194637
TGSSADR J101048.0-153728,152.70041,-15.624529999999998,0.0879,0.0852,29.9,26.4,7.3,0.835238348089282,NVSS J101047-153731
TGSSADR J110041.2-344730,165.17174,-34.79177,0.096,0.0515,53.1,36.2,1.4,0.835260866540024,NVSS J110040-344736
TGSSADR J105950.5-212612,164.96063,-21.43689,0.0676,0.0386,45.6,31.2,20.5,0.8353439112788523,NVSS J105950-212616
TGSSADR J104756.9-295412,161.98721,-29.90355,0.07990000000000001,0.0636,43.5,26.8,-0.2,0.835384446698052,NVSS J104756-295419
TGSSADR J110936.0-335318,167.4003,-33.88853,0.1186,0.0887,51.4,20.1,-3.1,0.8355187227400893,NVSS J110935-335325
TGSSADR J100005.7-313310,150.02415,-31.5528,0.0757,0.0432,48.0,35.0,6.1,0.8358581292892999,NVSS J100005-313303
TGSSADR J100215.4-181306,150.56458,-18.21856,0.16899999999999998,0.1379,34.9,27.4,20.7,0.8358796073594801,NVSS J100215-181309
TGSSADR J110710.0-174601,166.79189,-17.76708,0.1143,0.0332,55.1,49.8,14.4,0.8360462194793467,NVSS J110709-174606
TGSSADR J102926.3-193933,157.35988999999995,-19.65929,0.1556,0.1184,34.2,30.6,22.9,0.8361030212643559,NVSS J102926-193926
TGSSADR J103825.2-305914,159.60523999999995,-30.98739,0.1112,0.065,41.9,29.2,71.0,0.8362733051593885,NVSS J103824-305917
TGSSADR J105437.9-164955,163.65814,-16.83195,0.1348,0.0729,46.9,30.1,-50.4,0.8367050097949094,NVSS J105437-164950
TGSSADR J105138.7-170949,162.9113,-17.16381,0.067,0.0591,32.3,26.9,14.3,0.8367666543209223,NVSS J105139-170948
TGSSADR J101939.6-232827,154.91536000000005,-23.47434,0.0584,0.0464,39.0,27.5,4.6,0.8370977743463994,NVSS J101939-232833
TGSSADR J111119.5-323024,167.83125,-32.50674,0.09,0.0628,52.4,27.2,1.8,0.8374215758530997,NVSS J111119-323030
TGSSADR J103119.5-194540,157.83133999999995,-19.76125,0.1526,0.0985,39.4,31.3,20.9,0.8375555918383226,NVSS J103119-194534
TGSSADR J102354.3-271807,155.97638,-27.30207,0.0844,0.06559999999999999,42.3,27.4,6.8,0.8375978696784303,NVSS J102354-271813
TGSSADR J100035.8-235345,150.14956999999995,-23.8961,0.0438,0.0413,35.0,25.8,8.5,0.8377639056418665,NVSS J100036-235351
TGSSADR J105356.0-272043,163.48363,-27.34548,0.0461,0.0426,35.6,27.4,0.8,0.8380354618823465,NVSS J105356-272038
TGSSADR J100604.1-231626,151.51723,-23.27397,0.0577,0.0353,42.3,32.2,-12.2,0.838128836650022,NVSS J100603-231622
TGSSADR J104532.3-223344,161.38488999999996,-22.56246,0.055700000000000006,0.0443,34.5,30.3,-11.5,0.8382192736762137,NVSS J104532-223338
TGSSADR J110805.9-333444,167.02492,-33.57891,0.1375,0.035,99.3,40.8,-9.9,0.8382660325402149,NVSS J110806-333449
TGSSADR J110520.6-332548,166.33585,-33.43006,0.4083,0.115,56.6,51.4,-68.9,0.8383776643614839,NVSS J110520-332547
TGSSADR J101634.8-152847,154.1451,-15.479820000000002,0.079,0.06170000000000001,33.7,28.6,43.8,0.8384954387653594,NVSS J101634-152850
TGSSADR J095852.4-175225,149.71857,-17.873720000000006,0.1754,0.1208,33.7,27.3,37.3,0.8385823993365296,NVSS J095852-175221
TGSSADR J104726.3-341147,161.85962,-34.19665,0.0484,0.0502,42.1,24.6,3.9,0.8386512273167387,NVSS J104726-341154
TGSSADR J103030.5-300345,157.6275,-30.06258,0.0988,0.0444,56.8,36.4,27.7,0.8386553648652626,NVSS J103030-300341
TGSSADR J103320.5-302233,158.33571,-30.37601,0.045700000000000005,0.032100000000000004,46.3,29.5,13.6,0.8386952613182401,NVSS J103320-302227
TGSSADR J102415.9-170015,156.06646999999995,-17.00424,0.0834,0.0431,53.2,28.4,50.1,0.8387621146282177,NVSS J102415-170015
TGSSADR J101009.1-150646,152.53802,-15.11284,1.3412000000000002,0.9958,41.5,29.2,45.0,0.8387648101314994,NVSS J101009-150641
TGSSADR J102838.1-163615,157.15875,-16.60422,0.2661,0.1998,37.0,27.6,13.4,0.8388738326527143,NVSS J102838-163609
TGSSADR J101434.1-231407,153.64248999999995,-23.2355,0.3765,0.2054,51.5,30.4,21.5,0.8391164172518218,NVSS J101434-231413
TGSSADR J100144.7-244028,150.43628,-24.67446,0.1805,0.1281,39.0,30.8,22.2,0.8391411819574509,NVSS J100144-244029
TGSSADR J100918.3-320309,152.32645,-32.05271,0.6219,0.5916,40.5,25.8,1.1,0.8391563038950217,NVSS J100918-320313
TGSSADR J100318.9-223341,150.82887,-22.56147,0.055200000000000006,0.0505,34.5,27.0,22.4,0.8392152935574329,NVSS J100318-223338
TGSSADR J100233.2-152413,150.63858000000005,-15.40371,0.21600000000000003,0.1909,31.3,27.2,18.0,0.8392902380303717,NVSS J100232-152414
TGSSADR J100113.3-310332,150.30557,-31.05903,0.13390000000000002,0.122,41.7,25.3,-6.0,0.8394414581126932,NVSS J100113-310326
TGSSADR J095953.6-184431,149.97363,-18.74212,0.054700000000000006,0.0278,44.4,34.5,48.3,0.8394483349140129,NVSS J095953-184425
TGSSADR J110928.4-324025,167.36835,-32.67374,0.102,0.0932,42.9,25.3,0.6,0.8396266770885126,NVSS J110928-324030
TGSSADR J101448.1-271707,153.70081000000005,-27.28555,0.1245,0.1063,36.8,28.7,5.0,0.8396449657966245,NVSS J101448-271701
TGSSADR J102303.5-260520,155.76492,-26.08894,0.07200000000000001,0.0508,41.0,31.1,10.6,0.8397805838861462,NVSS J102303-260514
TGSSADR J101458.8-262411,153.74538,-26.40328,0.0456,0.0508,33.9,23.9,-0.3,0.8398166188911702,NVSS J101458-262412
TGSSADR J101842.3-181339,154.67641,-18.22775,0.1031,0.0596,42.3,31.9,38.6,0.8398986698073919,NVSS J101842-181333
TGSSADR J101915.7-224144,154.8156,-22.69569,0.1375,0.14350000000000002,32.9,24.9,9.8,0.8399122609776661,NVSS J101915-224150
TGSSADR J102435.5-291209,156.14827,-29.20264,0.026,0.0284,34.8,24.4,-1.6,0.839916336112464,NVSS J102435-291215
TGSSADR J101824.2-264658,154.60123000000004,-26.78288,0.0999,0.0517,60.4,28.8,19.5,0.8399509681647455,NVSS J101824-264704
TGSSADR J102828.0-231538,157.11687,-23.26066,0.0776,0.07529999999999999,33.2,25.8,2.2,0.8401372114905827,NVSS J102828-231534
TGSSADR J101344.0-154340,153.43365,-15.72787,0.0252,0.0246,31.1,25.2,2.7,0.8404664253886522,NVSS J101344-154334
TGSSADR J101948.1-304333,154.95051999999995,-30.725890000000003,0.1091,0.0831,43.7,28.8,1.3,0.840616612996835,NVSS J101948-304339
TGSSADR J104231.8-310237,160.63275,-31.04373,0.0352,0.0252,45.3,29.5,0.9,0.8406467937113187,NVSS J104232-310236
TGSSADR J103015.1-211748,157.56317,-21.29678,0.063,0.0658,32.8,24.3,2.6,0.8406768413550832,NVSS J103015-211743
